date,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
3/11/2004 9:00,2.2,1351,87,9.540642925,960.25,129,1079,101,1582.75,1027.75,10.5,60.59999847,0.769110793
3/11/2004 10:00,1.7,1233.25,77,6.335782437,827.25,112,1218,98,1445.75,859.75,10.79999995,58.35000038,0.755183083
3/11/2004 11:00,1.5,1178.75,43,4.971583761,762,95,1327.5,92,1361.75,670.5,10.49999976,57.92500019,0.73516078
3/11/2004 12:00,1.6,1236,61,5.216919,774.25,104,1301.25,95,1401.25,664,9.524999857,66.77499866,0.795053789
3/11/2004 13:00,1.9,1285.5,63,7.269933358,868.5,146,1162.25,112,1536.75,799,8.299999833,76.42500114,0.839268068
3/11/2004 14:00,2.9,1371,164,11.53900721,1033.5,207,983.25,128,1730.25,1036.5,8,81.14999962,0.873588534
3/11/2004 15:00,2.2,1310,79,8.826222726,932.5,184,1081.75,126,1646.5,946.25,8.325000167,79.79999924,0.877784445
3/11/2004 16:00,2.2,1291.75,95,8.301413417,911.5,193,1102.5,131,1590.75,956.75,9.700000048,71.15000153,0.856938128
3/11/2004 17:00,2.9,1383,150,11.15158122,1019.75,243,1008,135,1718.75,1104,9.775000095,67.62499809,0.818501207
3/11/2004 18:00,4.8,1580.75,307,20.79921686,1318.5,281,798.5,151,2083,1408.5,10.3499999,64.17499924,0.806543633
3/11/2004 19:00,6.9,1775.5,461,27.35980749,1487.75,383,702.25,172,2332.5,1704,9.650000095,69.30000114,0.831921144
3/11/2004 20:00,6.1,1640,401,24.01775694,1404,351,742.75,165,2191.25,1653.75,9.649999857,67.75,0.813313935
3/11/2004 21:00,3.9,1312.75,197,12.77936825,1076.25,240,957.25,136,1706.5,1284.75,9.125,63.97499943,0.741924224
3/11/2004 22:00,1.5,964.5,61,4.707071919,748.5,94,1325.25,85,1332.5,821,8.175000191,63.39999962,0.690484447
3/11/2004 23:00,1,912.75,26,2.64572151,629.25,47,1564.5,53,1252.25,551.75,8.249999881,60.82499886,0.66574436
3/12/2004 0:00,1.7,1080.25,55,5.854801514,805,122,1253.5,97,1375,815.5,8.325000286,58.52500057,0.64376361
3/12/2004 1:00,1.9,1043.75,53,6.37429751,829,133,1247.25,110,1378.25,831.5,7.725000143,59.67499924,0.63076606
3/12/2004 2:00,1.4,987.75,40,4.132341795,718,82,1395.5,91,1303.5,691.5,7.125,61.79999924,0.627597369
3/12/2004 3:00,0.8,888.75,21,1.869444635,574.25,-200,1680.25,-200,1187,512,6.975000024,62.27499962,0.626107528
3/12/2004 4:00,-200,831,10,1.068292612,505.75,21,1892.75,32,1133.75,384,6.100000024,65.90000153,0.624753632
3/12/2004 5:00,0.6,847.25,7,1.022414599,501.25,30,1894.5,44,1154.75,394,6.274999976,64.97500038,0.623282321
3/12/2004 6:00,0.8,927,17,1.830431226,571.25,56,1684.75,71,1222.75,486.5,6.75,62.94999981,0.623427539
3/12/2004 7:00,1.4,1090.5,33,4.359340997,730.25,109,1387,104,1360.75,748.25,6.449999928,65.07500172,0.631628114
3/12/2004 8:00,4.4,1587,202,17.8655867,1235.5,307,896.5,141,1900.25,1400.25,7.325000048,63.14999962,0.649933139
3/12/2004 9:00,-200,1544.5,-200,22.07416206,1353,-200,767.25,-200,2058,1587.75,9.225000024,56.19999886,0.656065119
3/12/2004 10:00,3.1,1350.25,208,14.02701137,1117.5,187,912,122,1711.75,1237,13.2249999,41.74999905,0.631950131
3/12/2004 11:00,2.7,1262.75,166,11.64564656,1037.25,216,969,143,1598.25,1166.5,14.32500005,38.44999981,0.624304294
3/12/2004 12:00,2.1,1206.25,114,10.22466214,986,143,1034.5,113,1537,959,15.0250001,36.5,0.619532323
3/12/2004 13:00,2.5,1251.5,140,11.03993604,1015.75,160,1007.5,116,1592.75,983,16.10000014,34.47499943,0.62616474
3/12/2004 14:00,2.7,1287,169,12.8164462,1077.5,163,948.75,123,1660.25,1060.75,16.27500057,35.72500038,0.656030612
3/12/2004 15:00,2.9,1352.75,185,14.17385118,1122.25,190,921.75,126,1740,1139.25,15.82500005,37.02499962,0.66096114
3/12/2004 16:00,2.8,1309,165,12.6905681,1073.25,178,954,120,1657.25,1112.25,15.87499976,37.17500019,0.665728525
3/12/2004 17:00,2.4,1274,133,11.73840542,1040.5,150,1005.75,119,1609.75,993.75,16.87500024,34.34999943,0.654908514
3/12/2004 18:00,3.9,1509.5,233,19.29097489,1276.5,206,812.25,149,1909.75,1409.5,15.14999986,39.55000019,0.676626508
3/12/2004 19:00,3.7,1525.25,242,18.22617829,1246,202,821,145,1846.75,1447.75,14.39999986,43.42500019,0.70844976
3/12/2004 20:00,6.6,1843,488,32.55627835,1609.75,340,624,170,2390.25,1886.5,12.875,50.52500057,0.747803219
3/12/2004 21:00,4.4,1597.75,333,20.09294356,1299,274,752,149,1940.5,1626.75,12.14999986,53.34999943,0.753620223
3/12/2004 22:00,3.5,1483.5,215,14.32134242,1127,253,839,139,1723,1491,10.97500014,59.12500095,0.773980003
3/12/2004 23:00,5.4,1677.25,367,21.81286507,1346,300,740.5,134,2062,1657,9.674999952,64.62499905,0.777073943
3/13/2004 0:00,2.7,1279.5,122,9.638999815,964,193,962.5,113,1543.5,1285.25,9.450000286,64.125,0.759746528
3/13/2004 1:00,1.9,1196.25,67,7.375139468,873,139,1071.25,97,1463.25,1144.25,9.149999857,63.90000153,0.742276413
3/13/2004 2:00,1.6,1183.75,43,5.36960417,781.75,83,1176.25,82,1364.5,1042.75,8.799999952,63.92499828,0.725615371
3/13/2004 3:00,1.7,1171.75,46,5.39010394,782.75,-200,1178.5,-200,1379.75,995.5,7.800000072,67.52499962,0.717312115
3/13/2004 4:00,-200,1147,56,6.199041963,821,109,1132.25,83,1411.75,991.5,7,71.07500076,0.715778469
3/13/2004 5:00,1,978.25,30,2.577932199,624.75,62,1420.25,65,1274.25,819.25,8.299999952,63.57499981,0.69815462
3/13/2004 6:00,1.2,1099.5,27,2.908548009,646.25,53,1406.25,60,1267.5,835,7.200000048,67.47500038,0.688672147
3/13/2004 7:00,1.5,1112.25,47,5.136255829,770.25,139,1228,77,1408.5,939.75,6.349999905,71.89999962,0.693198559
3/13/2004 8:00,2.7,1335.5,132,11.8171386,1043.25,256,935.25,96,1678,1191.75,6.450000167,71.55000114,0.69447548
3/13/2004 9:00,3.7,1408.333333,239,15.1401612,1153,295,830.3333333,119,1776.666667,1411,9.566666603,59.66666794,0.712366561
3/13/2004 10:00,3.2,1447,160,12.9130631,1080.75,250,868.5,126,1666.75,1465,12.375,51.17500019,0.733458385
3/13/2004 11:00,4.1,1541.5,283,16.13350884,1183.75,296,808.25,158,1779.75,1582.5,15.64999986,42.19999981,0.745093758
3/13/2004 12:00,3.6,1451.25,210,14.01930102,1117.25,239,875.25,161,1679.25,1387.25,18.4000001,33.82499981,0.70896357
3/13/2004 13:00,2.8,1328.25,154,12.27966408,1059.25,153,986.5,124,1599.5,1100.5,19.35000038,31.2750001,0.695008105
3/13/2004 14:00,2,1206.5,112,8.618412577,924.25,118,1087.75,102,1488.25,849.75,18.02499962,34.80000019,0.712673874
3/13/2004 15:00,2,1239.5,108,9.19656674,947,119,1049,116,1531.75,947,18.375,33.64999962,0.704207021
3/13/2004 16:00,2.5,1306,111,10.24488708,986.75,138,1004,124,1554,1078,17.625,35.10000038,0.701203251
3/13/2004 17:00,2.3,1326,97,10.61184446,1000.25,148,975.5,125,1601.5,1083.75,16.67500019,37.79999924,0.711736404
3/13/2004 18:00,3.2,1472.75,191,15.45220996,1162.75,227,830.5,148,1779,1394.75,16.0999999,41.02499962,0.745131494
3/13/2004 19:00,4.2,1609,258,19.63678466,1286.25,277,757.5,165,1922,1611.5,15.82500005,42.40000057,0.756914328
3/13/2004 20:00,4.2,1610.75,284,19.20272792,1274,279,754.25,161,1915,1697.25,15.6500001,44.10000038,0.778640655
3/13/2004 21:00,4.2,1620.5,269,18.26931036,1247.25,283,762,159,1860,1885.5,15.32500005,46.77500057,0.809124429
3/13/2004 22:00,3.1,1444.25,180,13.1447043,1088.5,214,844,143,1747.5,1623.75,14.64999986,48.625,0.805969414
3/13/2004 23:00,2.6,1418,116,10.87336715,1009.75,172,892,130,1603,1536.25,14.70000029,49.27500057,0.819336124
3/14/2004 0:00,2.9,1533.5,93,10.96345796,1013,190,888.5,129,1610.75,1534.75,13.94999981,53.60000038,0.84977172
3/14/2004 1:00,2.8,1483.5,131,11.86017852,1044.75,174,879.75,119,1624.25,1529.75,14.64999986,51.5,0.853623133
3/14/2004 2:00,2.5,1366.75,92,8.624678823,924.5,128,952.5,104,1543,1337,12.54999995,58.90000057,0.853740074
3/14/2004 3:00,2.4,1344,132,9.737786457,967.75,-200,920.5,-200,1619.75,1278.25,11.64999986,63.42500019,0.867449232
3/14/2004 4:00,-200,1129.5,56,5.191654203,773,70,1130.25,82,1451.75,1050.5,12.0999999,61.10000134,0.860316213
3/14/2004 5:00,1.2,1062,32,3.650423146,691,53,1271.5,70,1376.75,929,11.47500014,63.10000038,0.853275383
3/14/2004 6:00,1,1075.75,29,2.481341935,618.25,44,1395.25,63,1333,872.25,11.5999999,62.15000057,0.847263626
3/14/2004 7:00,0.9,1028.25,27,2.429984402,614.75,74,1383.5,67,1340,853,10.39999986,67.64999866,0.85299873
3/14/2004 8:00,1.4,1154.5,36,4.210510136,722.25,101,1224.75,84,1413.75,959.25,11.57499981,62.67499924,0.853038223
3/14/2004 9:00,1.6,1235.25,57,6.352276711,828,118,1055.25,83,1527,1093.25,12.42499995,60,0.862715127
3/14/2004 10:00,2.2,1331.5,129,8.587110475,923,144,951.75,98,1613.75,1225,14.5250001,53.07499981,0.872781622
3/14/2004 11:00,2.8,1444.75,148,10.85953517,1009.25,176,878.25,114,1696,1355.25,16.87500048,46.09999943,0.878931094
3/14/2004 12:00,2.8,1415.5,145,10.65981566,1002,161,906.75,119,1676.5,1261.5,19.30000019,38.25,0.847404802
3/14/2004 13:00,2,1281.25,93,7.540072456,880,113,1083.75,104,1525,980,21.17499971,31.44999981,0.781195717
3/14/2004 14:00,1.8,1207.25,84,7.504598795,878.5,103,1103.5,102,1489.5,872.25,21.42499971,30.19999981,0.761591877
3/14/2004 15:00,1.9,1257.75,99,8.160112925,905.75,112,1081.25,107,1511,900.25,21.92500019,28.95000029,0.752458955
3/14/2004 16:00,3,1457.75,150,11.86735832,1045,170,973.75,129,1646,1098.5,22.2249999,28.39999962,0.751627324
3/14/2004 17:00,2.9,1437.75,156,12.03300475,1050.75,180,942.5,128,1667.5,1206.25,21.29999971,30.75,0.769615492
3/14/2004 18:00,2.5,1477.75,122,12.16332331,1055.25,160,929.25,121,1670.75,1262.25,19.6500001,36.69999981,0.830706132
3/14/2004 19:00,4.6,1807.5,262,20.57171488,1312.25,261,753.25,157,1992.75,1697.75,18.37499952,41.72500038,0.873195771
3/14/2004 20:00,5.9,1898,341,23.14212581,1381.25,325,680.5,173,2102.75,1904.75,17.625,46.09999943,0.920953536
3/14/2004 21:00,3.4,1559.5,214,14.72045341,1139.75,217,783.75,146,1817.5,1648,16.6500001,49.57500076,0.931990047
3/14/2004 22:00,2.1,1324.25,100,9.004199247,939.5,146,923.5,121,1587,1422.75,16.25,50.95000076,0.934147213
3/14/2004 23:00,2.2,1348.75,79,8.838885079,933,152,933,119,1616.5,1348.75,14.72500014,55.92500019,0.931385622
3/15/2004 0:00,1.8,1238.75,66,7.357560375,872.25,104,985,99,1546.5,1250.25,14.82500005,54.67500114,0.916354325
3/15/2004 1:00,1.8,1239,73,6.918207216,853.25,106,1010.25,93,1543.25,1173.75,14.04999995,57,0.909448937
3/15/2004 2:00,1.8,1223.75,66,6.958191196,855,108,998.25,88,1565.75,1148.75,13.35000014,61.34999943,0.936085703
3/15/2004 3:00,1.1,1078.25,44,4.42986293,734,-200,1128.25,-200,1486.75,1020.5,12.5999999,63.47499943,0.923017422
3/15/2004 4:00,-200,1077.5,44,3.995924293,710.5,66,1150,71,1467.5,1012.75,12.3499999,65.35000038,0.935112287
3/15/2004 5:00,1,1074.5,39,3.865914338,703.25,88,1155.75,74,1463.75,1010,11.89999986,67.44999886,0.937538177
3/15/2004 6:00,1.4,1156.75,51,6.38532009,829.5,138,1029.5,80,1584,1083,11.375,70.52499962,0.947516224
3/15/2004 7:00,2.2,1314,107,9.685046807,965.75,228,896.75,89,1710.25,1234.75,11.32499981,70.20000076,0.940095096
3/15/2004 8:00,5.5,1796.75,336,25.87045766,1451,360,652,114,2323,1679.5,12.4000001,63.87500095,0.916954694
3/15/2004 9:00,8.1,1961.25,618,36.69206253,1701,478,536.75,149,2665.25,2184.25,14.77499986,54.32499981,0.907609536
3/15/2004 10:00,5.8,1770.5,438,26.63602476,1470,394,621.5,157,2261.5,1973,17.4000001,45.64999962,0.899298171
3/15/2004 11:00,4.2,1563.5,334,20.11092309,1299.5,319,709.75,155,2029,1798.25,19.80000019,38.52500057,0.880059991
3/15/2004 12:00,3.1,1430,221,14.0964858,1119.75,201,830.5,134,1783.25,1522,22.0250001,34.05000019,0.890368519
3/15/2004 13:00,2.9,1417.25,207,14.92571923,1146.25,171,829.5,119,1830.5,1404,23.32499981,32.17499924,0.90959922
3/15/2004 14:00,2.9,1400.25,191,15.43614147,1162.25,159,838.25,111,1828.5,1263.25,23.875,29.97500038,0.875658529
3/15/2004 15:00,2.5,1317.25,185,12.09085022,1052.75,153,926,104,1706.75,1137,24.44999981,28.9000001,0.873591912
3/15/2004 16:00,2.3,1317.75,141,11.52482024,1033,143,949.75,99,1675,1068,24.375,29.39999962,0.884761712
3/15/2004 17:00,2.8,1445.25,214,14.75983347,1141,156,856.5,110,1823.5,1251.5,23.8499999,31.32500076,0.913735211
3/15/2004 18:00,6.1,1917,471,32.14884368,1600.5,314,631.25,162,2447,1843.25,22.54999924,35.37500095,0.954699821
3/15/2004 19:00,8,2039.75,685,39.20233968,1754.25,404,542.25,187,2679,2122.25,20.42500067,42.5,1.008631334
3/15/2004 20:00,6.5,1894.75,538,30.96130506,1573.25,320,565,165,2442.75,1991.5,18.2750001,52.62500095,1.094518093
3/15/2004 21:00,4.2,1594.5,319,19.89562146,1293.5,256,678.25,145,2057.5,1707,16.6500001,57.375,1.078626891
3/15/2004 22:00,3.2,1438.5,224,15.31585505,1158.5,193,764.25,125,1856.25,1494.25,15.69999981,60.15000057,1.065371555
3/15/2004 23:00,1.4,1141.5,67,6.895403347,852.25,89,1008.25,101,1547.25,1164.25,15.25000024,61.44999886,1.057955499
3/16/2004 0:00,2.1,1303.666667,155,11.13992917,1019.333333,127,852.3333333,103,1731.333333,1271.666667,14.0666666,65.69999949,1.049372403
3/16/2004 1:00,1.2,1074.25,49,5.405500616,783.5,79,1097.75,88,1483,1039.75,14.82500005,60.55000114,1.014819466
3/16/2004 2:00,0.8,968,29,2.810688037,640,43,1319.5,61,1385.75,866.75,14.75,59.22499943,0.987908111
3/16/2004 3:00,0.7,929.25,25,2.325061547,607.5,-200,1375.5,-200,1364.25,825.75,13.62499976,62.05000019,0.963554996
3/16/2004 4:00,-200,941,25,2.589178303,625.5,59,1315.75,59,1373.25,839.75,12.32499981,66.15000057,0.945036195
3/16/2004 5:00,0.6,937,17,2.008742635,584.75,38,1411.5,52,1348,792.5,12.75,63.22500038,0.928289804
3/16/2004 6:00,0.9,1017,27,3.482689325,681.25,82,1245.75,64,1417.5,869.5,11.17499995,68.47500038,0.908107123
3/16/2004 7:00,1.3,1171.25,50,5.131232181,770,99,1161.75,70,1466.75,930,10.97500014,66.5,0.87052295
3/16/2004 8:00,3.4,1541,218,16.17445705,1185,263,770,97,1888.75,1406.5,11.67499995,63.65000057,0.871936588
3/16/2004 9:00,3.7,1539.25,285,19.66349386,1287,229,697.5,95,2054.75,1507,13.625,56.29999924,0.874265047
3/16/2004 10:00,5.3,1734.75,437,25.0551503,1430.5,396,628.25,150,2211,1843.25,17.82499933,42.875,0.867225463
3/16/2004 11:00,4.1,1571,327,20.00314878,1296.5,314,730,162,1972.75,1729,21.44999981,33.32499933,0.841671296
3/16/2004 12:00,3.3,1451.75,283,18.34705758,1249.5,217,775.5,154,1868.25,1583.25,24.375,27.35000038,0.823069166
3/16/2004 13:00,4,1579,366,22.30858298,1359.25,252,724,161,1997.75,1670.75,25.25000048,26.07500029,0.826380755
3/16/2004 14:00,3.8,1466.25,318,20.44477998,1308.75,263,772.5,161,1897,1491.25,25.82500029,23.1500001,0.758936963
3/16/2004 15:00,2.8,1279.75,228,14.61042796,1136.25,180,892.75,128,1675.25,1239.75,27,20.20000029,0.709361513
3/16/2004 16:00,2.9,1407,201,16.55325434,1196.5,184,905.25,129,1758.75,1313,28.24999952,18.57499981,0.701385739
3/16/2004 17:00,2.9,1388.75,199,15.7831831,1173,190,898.25,133,1739,1363.25,27.9749999,19.10000038,0.709825085
3/16/2004 18:00,3.4,1447.25,237,17.83994778,1234.75,184,858.75,139,1778,1295.75,23.9000001,25.69999981,0.751891041
3/16/2004 19:00,3.9,1551,261,19.09705934,1271,181,800.25,137,1874.5,1432.25,21.3499999,34.77499962,0.872993133
3/16/2004 20:00,3.2,1473.5,230,15.76696872,1172.5,166,854.25,143,1776,1431.75,20.42500019,36.67500019,0.870389489
3/16/2004 21:00,5.1,1799.5,349,24.87767187,1426,317,700,177,2105.5,2033.5,19.0250001,41.34999943,0.900730731
3/16/2004 22:00,2.6,1379.25,183,13.52960473,1101.25,184,817.5,138,1710,1601.75,17.92500019,45.90000057,0.934186045
3/16/2004 23:00,1.7,1200.5,88,9.087345627,942.75,130,935,117,1559.75,1361.75,16.70000029,48.92500019,0.922649926
3/17/2004 0:00,1.7,1204.75,85,8.630947011,924.75,132,922,107,1546.5,1314.25,15.52499986,52.92500019,0.92712823
3/17/2004 1:00,1.2,1071.5,47,5.415775468,784,95,1065.5,90,1441.75,1113.75,15.47500014,51.875,0.90587528
3/17/2004 2:00,0.9,997.75,34,4.050256979,713.5,70,1169.25,79,1383.25,991.5,14.125,55.57500076,0.890955806
3/17/2004 3:00,0.7,933.25,26,2.581678581,625,-200,1291.5,-200,1331.5,883.75,13.05000019,57.90000057,0.866633008
3/17/2004 4:00,-200,882.75,17,1.898934591,576.5,54,1396,60,1303.25,808.25,12.65000033,57.90000057,0.844660353
3/17/2004 5:00,0.5,868.75,11,1.606828258,553.5,28,1459.5,40,1267.75,667,11.82499981,58.02500057,0.802631932
3/17/2004 6:00,0.5,890.75,18,1.895648214,576.25,46,1416.5,53,1289.25,733,11.9000001,57.39999962,0.797845704
3/17/2004 7:00,1.6,1172.75,84,7.486888715,877.75,160,1038,84,1556.25,1051.75,9.900000095,65.19999981,0.795645557
3/17/2004 8:00,4.1,1587.25,260,21.35879147,1333.75,320,702.25,108,1998.75,1533.5,11.125,60.20000076,0.795775687
3/17/2004 9:00,6.6,1851.5,534,36.44841297,1695.75,377,552.75,127,2535.25,1931,14.12499976,50.02499866,0.801980417
3/17/2004 10:00,4.3,1521.5,368,21.2666241,1331.25,280,702.5,134,2025.75,1733.75,17.69999981,40.09999943,0.804829145
3/17/2004 11:00,2.9,1438.25,200,15.38797876,1160.75,221,818.5,135,1781.5,1595,21.10000038,33.42500019,0.826486216
3/17/2004 12:00,2.5,1393.25,145,12.49907422,1066.75,210,905,142,1654.25,1489.75,24.30000019,28.27500057,0.84712769
3/17/2004 13:00,2.8,1452,188,15.10830975,1152,204,860.5,153,1747,1507.5,25.57500029,25.55000019,0.825394883
3/17/2004 14:00,2.6,1389.25,152,13.73529005,1108,161,886.5,123,1711.5,1334,25.85000038,25.9000001,0.850339343
3/17/2004 15:00,2,1207,103,10.43447407,993.75,135,1013,104,1519.5,1044.75,26.82499981,18.69999981,0.650017745
3/17/2004 16:00,2.9,1365.25,193,15.16406855,1153.75,186,939.5,129,1678.5,1221.25,29.2750001,15.75000024,0.630890454
3/17/2004 17:00,2.5,1247,134,12.30882302,1060.25,147,1032,114,1524.75,1068.5,28.5,14.9000001,0.570801909
3/17/2004 18:00,5,1556.75,386,26.95102501,1477.75,299,793,158,1980.5,1568.5,25.85000038,15.95000029,0.523664583
3/17/2004 19:00,7.6,1972.5,577,38.39324611,1737.25,411,616.75,194,2413.75,2305.5,23.125,26.5,0.74026061
3/17/2004 20:00,6.7,1974.75,523,35.10363128,1666.5,347,596.75,182,2415.5,2358.5,20.52499962,38.24999905,0.913314177
3/17/2004 21:00,5.7,1794.75,472,27.24713083,1485,336,652.5,180,2174,2050,19.05000019,42.60000038,0.929387704
3/17/2004 22:00,2.8,1443.75,206,15.04469266,1150,202,769.5,136,1726.5,1726.5,17.1500001,44.12500095,0.85583071
3/17/2004 23:00,2.6,1488,216,15.71027437,1170.75,178,731,127,1777.5,1705,16.0250001,50.92499924,0.920598758
3/18/2004 0:00,2.3,1371.25,159,12.97267335,1082.75,154,795.75,116,1668.75,1550.5,14.79999995,53.92499924,0.902354487
3/18/2004 1:00,1.4,1160.75,70,8.12342212,904.25,92,946.75,107,1502,1240.25,14.27499986,55.44999981,0.897473061
3/18/2004 2:00,1,1064.25,44,5.477599159,787,61,1056.75,88,1407,1115,14.75,52.07499981,0.868641877
3/18/2004 3:00,0.7,970.25,42,3.581202459,687,-200,1195.5,-200,1350.5,968.5,13.875,53.875,0.850058903
3/18/2004 4:00,-200,954,28,2.884931455,644.75,60,1260.25,78,1334,924.75,11.5999999,61.92499924,0.844196282
3/18/2004 5:00,0.6,930.5,20,2.548044693,622.75,37,1293.25,57,1306.5,827.75,12,58.85000038,0.823302452
3/18/2004 6:00,0.7,938,26,2.971926293,650.25,68,1251.25,71,1332.5,893,10.94999981,62.07499981,0.811276563
3/18/2004 7:00,1.5,1166.25,78,7.664791387,885.25,139,1005.25,85,1550.5,1075,10.57500005,63.25,0.806681846
3/18/2004 8:00,4.7,1643,319,23.25679956,1384.25,339,667,124,2093.75,1610.25,11.47500014,60.02500057,0.811693424
3/18/2004 9:00,6.6,1934,506,35.79057071,1681.5,421,540.5,151,2468.25,2050.5,14.27500033,50.57500076,0.818569924
3/18/2004 10:00,4.5,1616.5,-200,21.31268654,1332.5,349,685.75,150,2010,1818.5,17.8499999,40.52499962,0.820964333
3/18/2004 11:00,2.8,1472.75,-200,14.30578638,1126.5,224,830.5,152,1752,1567.75,20.80000067,34.44999981,0.83645626
3/18/2004 12:00,2.2,1378.5,-200,12.52110631,1067.5,171,898.75,139,1662.5,1373.5,23.8499999,28.17499971,0.821851195
3/18/2004 13:00,2.2,1385.25,-200,12.19236423,1056.25,149,891,133,1648,1267.5,24.1500001,28.67500019,0.851493361
3/18/2004 14:00,2.3,1378.75,-200,13.09224479,1086.75,137,901.25,126,1660.25,1143.5,25.15000057,24.85000038,0.782925012
3/18/2004 15:00,2.2,1321.666667,-200,14.37324794,1128.666667,149,933.6666667,128,1639.333333,1109.333333,27.03333346,17.83333333,0.627469327
3/18/2004 16:00,2.8,1495.75,-200,16.83563434,1205,172,822,169,1766.5,1347.25,27.12500048,23.12499952,0.818014479
3/18/2004 17:00,2.7,1408.75,-200,14.45385965,1131.25,166,873,149,1688.5,1205.75,25.80000019,23.92500019,0.783192918
3/18/2004 18:00,3.7,1512.75,-200,21.5158658,1338,214,764.25,156,1956.5,1397,23.04999971,26.77499962,0.744593318
3/18/2004 19:00,5.1,1667,-200,26.40333589,1464.25,280,683.25,168,2117.75,1588.25,20.7249999,31.125,0.752286519
3/18/2004 20:00,5.1,1666.75,-200,25.96061982,1453.25,276,683.5,176,2051,1568.5,18.5999999,36.17500019,0.767639178
3/18/2004 21:00,3.2,1430.25,-200,14.14288336,1121.25,178,814,135,1731.5,1321.5,16.04999971,48.42500019,0.876780241
3/18/2004 22:00,2.1,1333.25,-200,10.3056641,989,129,885.25,121,1620.75,1194,14.45000005,57.77500057,0.945557828
3/18/2004 23:00,1.7,1261.5,-200,8.276765149,910.5,95,948.25,99,1545.25,1061.5,13.05000019,64.17500019,0.960555664
3/19/2004 0:00,2,1287.25,-200,8.921378917,936.25,126,918,106,1606,1040,11.97499967,69.69999886,0.97351894
3/19/2004 1:00,1.6,1134.25,-200,6.618666372,840,103,1021.25,96,1501.25,917,11.94999981,71.10000038,0.991470559
3/19/2004 2:00,0.9,998.75,-200,3.594138291,687.75,48,1228.5,63,1380.25,593.5,12.5250001,69.29999924,1.002870845
3/19/2004 3:00,0.7,960.75,-200,2.529440504,621.5,-200,1381.5,-200,1300.75,430.25,12.5250001,67.49999809,0.976822235
3/19/2004 4:00,-200,933.75,-200,1.794977533,568.5,20,1439.75,32,1280.25,397,12.32499981,67.65000153,0.966465601
3/19/2004 5:00,0.5,912.75,-200,1.268602112,524.5,18,1619.75,28,1260.25,370,12.45000005,66.80000114,0.96203688
3/19/2004 6:00,0.7,969.25,-200,2.314320289,606.75,56,1372.5,61,1323.75,438,12.34999967,66.30000114,0.948706111
3/19/2004 7:00,1.5,1181.5,-200,6.731036455,845,115,1054,99,1539,704.25,12.42499971,64.89999962,0.933170176
3/19/2004 8:00,4.8,1740.25,-200,22.79955571,1372.25,320,670.75,157,2144.25,1475.75,13.0250001,61.62500095,0.920910529
3/19/2004 9:00,6.2,1819.25,-200,31.31882318,1581.5,357,574.5,166,2455.5,1715.5,13.60000014,58.82500076,0.912017783
3/19/2004 10:00,4,1427,-200,19.238006,1275,253,700.5,149,1980.25,1398,13.89999986,57.14999962,0.903171037
3/19/2004 11:00,3.3,1389.5,-200,16.3633884,1190.75,218,758.75,135,1878.75,1267.5,14.4749999,54.40000057,0.891736016
