User,Card,Amount,Use Chip,Merchant State,MCC,Errors?,Is Fraud?,date
49,1,0.88,Swipe Transaction,GA,5499,none,No,3/10/2003 21:40
49,0,43.27,Online Transaction,,6300,none,No,3/21/2003 18:54
49,0,0.88,Swipe Transaction,GA,5499,none,No,3/22/2003 17:05
49,2,0.68,Swipe Transaction,GA,5499,none,No,4/15/2003 17:21
49,2,27.88,Swipe Transaction,GA,5912,none,No,4/16/2003 17:24
49,2,10.19,Swipe Transaction,AZ,5411,none,No,5/13/2003 17:06
49,2,14.07,Swipe Transaction,GA,5921,none,No,7/5/2003 17:02
49,0,334,Chip Transaction,OR,3389,none,No,7/31/2003 17:25
49,0,10.78,Chip Transaction,GA,5499,none,No,8/23/2003 16:20
49,0,9.58,Chip Transaction,GA,5541,none,No,9/18/2003 11:15
49,2,43.46,Online Transaction,,5311,none,No,11/1/2003 17:23
49,0,-96,Chip Transaction,GA,5499,none,No,12/15/2003 17:02
49,0,736.93,Swipe Transaction,FL,3066,none,No,2/16/2004 17:12
49,1,9.14,Swipe Transaction,GA,5499,none,No,2/21/2004 17:15
49,2,12.84,Swipe Transaction,GA,5300,none,No,5/2/2004 17:10
49,0,0.87,Chip Transaction,GA,5499,none,No,5/27/2004 10:04
49,2,0.68,Swipe Transaction,GA,5499,none,No,7/28/2004 21:30
49,0,0.69,Swipe Transaction,GA,5499,none,No,10/10/2004 8:49
49,2,0.64,Swipe Transaction,GA,5499,none,No,12/17/2004 18:50
49,0,32.58,Swipe Transaction,GA,5310,none,No,12/31/2004 17:17
49,1,-55,Swipe Transaction,GA,5541,none,No,1/28/2005 17:18
49,2,15.48,Online Transaction,,5815,none,No,4/8/2005 11:36
49,0,0.95,Chip Transaction,GA,5499,none,No,4/13/2005 8:10
49,2,0.68,Swipe Transaction,GA,5499,none,No,4/19/2005 17:26
49,2,33.65,Chip Transaction,GA,5300,none,No,6/28/2005 17:15
49,2,0.59,Chip Transaction,GA,5499,none,No,7/9/2005 21:40
49,2,32.82,Chip Transaction,GA,5912,none,No,7/28/2005 9:48
49,0,7.56,Chip Transaction,GA,5411,none,No,8/17/2005 8:15
49,2,0.69,Chip Transaction,GA,5499,none,No,10/7/2005 7:43
49,2,71.66,Online Transaction,,4899,none,No,1/23/2006 21:45
49,2,21.33,Swipe Transaction,GA,5813,none,No,2/9/2006 17:36
49,2,0.65,Swipe Transaction,GA,5499,none,No,2/18/2006 12:17
49,1,33.12,Swipe Transaction,GA,7349,none,No,4/13/2006 17:28
49,0,0.74,Swipe Transaction,GA,5499,none,No,6/2/2006 17:26
49,2,0.83,Swipe Transaction,GA,5499,none,No,6/26/2006 19:06
49,0,0.53,Swipe Transaction,GA,5499,none,No,8/23/2006 16:05
49,0,90.44,Swipe Transaction,GA,6300,none,No,8/24/2006 17:00
49,2,50.27,Swipe Transaction,GA,5912,none,No,10/10/2006 13:09
49,2,48.7,Swipe Transaction,GA,5912,none,No,11/20/2006 16:37
49,2,53.9,Online Transaction,,4899,none,No,12/12/2006 11:46
49,2,43.08,Swipe Transaction,GA,7230,none,No,3/2/2007 11:26
49,2,117.43,Chip Transaction,GA,4900,none,No,3/11/2007 21:53
49,2,0.88,Swipe Transaction,GA,4214,none,No,4/7/2007 17:01
49,2,1.19,Swipe Transaction,GA,4214,none,No,6/14/2007 13:31
49,2,0.8,Swipe Transaction,GA,5499,none,No,7/2/2007 17:34
49,2,71.64,Swipe Transaction,GA,4900,none,No,7/21/2007 17:04
49,0,12.74,Swipe Transaction,GA,5499,none,No,8/11/2007 17:24
49,2,88.35,Swipe Transaction,GA,5310,none,No,8/14/2007 19:16
49,0,73.59,Swipe Transaction,GA,6300,none,No,9/13/2007 17:22
49,0,0.71,Swipe Transaction,GA,5499,none,No,12/29/2007 16:40
49,2,31.18,Swipe Transaction,GA,5311,none,No,12/30/2007 17:12
49,2,8.13,Chip Transaction,GA,5541,none,No,1/7/2008 17:25
49,2,19.59,Swipe Transaction,GA,5912,none,No,2/24/2008 12:24
49,0,0.66,Swipe Transaction,GA,5499,none,No,3/10/2008 17:01
49,2,0.49,Swipe Transaction,GA,5499,none,No,3/12/2008 9:31
49,0,14.38,Swipe Transaction,GA,5311,none,No,4/4/2008 9:18
49,0,0.69,Swipe Transaction,GA,5499,none,No,5/27/2008 6:43
49,1,38.53,Swipe Transaction,GA,7230,none,No,6/14/2008 12:11
49,0,126.74,Chip Transaction,GA,4900,none,No,8/8/2008 16:51
49,2,0.65,Swipe Transaction,GA,5499,none,No,9/13/2008 12:12
49,2,0.73,Swipe Transaction,GA,5499,none,No,9/23/2008 14:37
49,2,1,Swipe Transaction,GA,4214,none,No,9/27/2008 18:12
49,0,0.55,Swipe Transaction,GA,5499,none,No,11/3/2008 10:45
49,2,3.29,Swipe Transaction,FL,5541,none,No,11/15/2008 21:49
49,2,22,Swipe Transaction,GA,5912,none,No,12/8/2008 17:13
49,0,3.71,Chip Transaction,GA,5300,none,No,2/25/2009 17:12
49,2,14.02,Swipe Transaction,GA,5912,none,No,2/28/2009 15:32
49,2,1.11,Chip Transaction,GA,4214,none,No,4/1/2009 12:19
49,2,0.87,Chip Transaction,GA,5499,none,No,5/5/2009 12:11
49,1,0.86,Swipe Transaction,GA,5499,none,No,5/15/2009 21:48
49,2,15.08,Swipe Transaction,GA,5311,none,No,6/4/2009 11:56
49,0,0.62,Swipe Transaction,GA,5499,none,No,6/6/2009 10:34
49,2,64.96,Swipe Transaction,GA,4900,none,No,6/27/2009 16:53
49,0,0.91,Swipe Transaction,GA,4214,none,No,9/17/2009 18:28
49,2,16.56,Swipe Transaction,GA,7349,none,No,9/23/2009 14:56
49,0,120.78,Swipe Transaction,GA,8021,none,No,11/6/2009 21:38
49,0,0.63,Swipe Transaction,GA,4214,none,No,11/12/2009 22:28
49,2,0.7,Swipe Transaction,GA,4214,none,No,12/16/2009 11:39
49,2,7.78,Swipe Transaction,GA,5300,none,No,3/17/2010 16:39
49,0,45.11,Swipe Transaction,GA,5912,none,No,5/30/2010 14:22
49,0,0.89,Swipe Transaction,GA,5499,none,No,6/5/2010 21:31
49,2,50.27,Swipe Transaction,GA,5411,none,No,10/4/2010 17:24
49,0,63.81,Swipe Transaction,GA,8021,none,No,10/28/2010 17:51
49,2,52.23,Swipe Transaction,GA,5541,none,No,11/15/2010 8:48
49,2,61,Swipe Transaction,GA,5499,none,No,4/27/2011 17:21
49,0,163.44,Online Transaction,,4900,none,No,8/5/2011 17:18
49,0,27.44,Chip Transaction,GA,5655,none,No,9/15/2011 17:28
49,0,80.25,Online Transaction,,4899,none,No,10/31/2011 5:42
49,2,0.57,Swipe Transaction,GA,5499,none,No,11/14/2011 15:41
49,2,1,Swipe Transaction,GA,9402,none,No,12/27/2011 17:19
49,0,18.59,Swipe Transaction,GA,5813,none,No,3/8/2012 17:21
49,1,3.43,Swipe Transaction,GA,7832,none,No,3/13/2012 17:24
49,2,0.53,Swipe Transaction,GA,5499,none,No,4/27/2012 17:12
49,2,0.69,Chip Transaction,GA,5499,none,No,5/25/2012 21:00
49,1,89,Swipe Transaction,GA,5499,none,No,5/31/2012 9:25
49,2,0.62,Swipe Transaction,GA,5499,none,No,6/12/2012 18:43
49,0,0.64,Swipe Transaction,GA,5499,none,No,9/1/2012 17:15
49,2,-67,Swipe Transaction,GA,5499,none,No,11/22/2012 17:23
49,2,152.29,Swipe Transaction,GA,4900,none,No,12/15/2012 17:20
49,0,109.58,Online Transaction,,4900,none,No,12/17/2012 17:37
49,2,103.58,Chip Transaction,GA,4900,none,No,12/24/2012 10:14
49,0,0.76,Chip Transaction,GA,5499,none,No,1/8/2013 16:05
49,2,16.59,Chip Transaction,GA,5300,none,No,2/16/2013 16:55
49,0,47.6,Swipe Transaction,GA,5311,none,No,3/20/2013 19:15
49,2,1.08,Swipe Transaction,GA,4214,none,No,4/6/2013 16:40
49,1,0.77,Swipe Transaction,GA,5499,none,No,4/29/2013 5:56
49,0,51.26,Chip Transaction,GA,5411,none,No,6/22/2013 17:04
49,0,5.86,Chip Transaction,GA,5812,none,No,6/28/2013 17:17
49,0,50.24,Online Transaction,,5193,none,No,12/9/2013 17:32
49,0,10.02,Online Transaction,,5815,none,No,2/6/2014 21:41
49,1,11.56,Swipe Transaction,CA,5977,none,No,4/14/2014 7:44
49,2,0.72,Chip Transaction,GA,5499,none,No,5/8/2014 11:52
49,2,8.6,Swipe Transaction,GA,5912,none,No,5/22/2014 10:33
49,2,0.73,Chip Transaction,GA,5499,none,No,5/26/2014 13:16
49,2,11.13,Swipe Transaction,GA,5541,none,No,6/21/2014 9:16
49,0,49.86,Swipe Transaction,GA,5912,Insufficient Balance,No,6/26/2014 13:02
49,1,71.78,Online Transaction,,4814,none,No,6/26/2014 17:29
49,1,16.96,Swipe Transaction,GA,5655,none,No,6/28/2014 10:56
49,1,6.77,Swipe Transaction,GA,5541,none,No,7/26/2014 5:38
49,2,14.39,Swipe Transaction,GA,5813,none,No,8/19/2014 18:35
49,2,0.65,Chip Transaction,GA,5499,none,No,8/22/2014 17:27
49,2,0.63,Swipe Transaction,GA,5499,none,No,10/6/2014 21:53
49,0,901.5,Chip Transaction,FL,3001,none,No,11/15/2014 17:29
49,2,0.56,Swipe Transaction,GA,5499,none,No,11/22/2014 17:01
49,2,-144,Swipe Transaction,KY,3509,none,No,12/2/2014 8:55
49,0,116.45,Swipe Transaction,GA,4900,none,No,12/23/2014 17:24
49,1,0.65,Swipe Transaction,GA,5499,none,No,2/20/2015 16:39
49,2,0.65,Swipe Transaction,GA,5499,none,No,3/25/2015 17:19
49,2,57.08,Swipe Transaction,GA,5912,none,No,5/5/2015 8:09
49,2,53.66,Chip Transaction,GA,5300,none,No,7/10/2015 9:46
49,0,64.4,Chip Transaction,GA,5300,none,No,7/18/2015 21:45
49,2,0.75,Swipe Transaction,GA,5499,none,No,9/21/2015 10:42
49,2,0.87,Swipe Transaction,GA,5499,none,No,5/20/2016 17:06
49,1,56.9,Swipe Transaction,GA,5300,none,No,5/24/2016 18:36
49,2,6.42,Swipe Transaction,GA,5813,none,No,7/11/2016 22:35
49,2,2.57,Chip Transaction,GA,5541,none,No,7/29/2016 12:11
49,2,0.84,Swipe Transaction,GA,5499,none,No,8/2/2016 12:07
49,2,7.59,Swipe Transaction,GA,5541,none,No,8/6/2016 17:14
49,2,0.54,Swipe Transaction,GA,5499,none,No,8/8/2016 10:00
49,2,2.76,Chip Transaction,GA,5541,none,No,11/3/2016 16:30
49,2,20.96,Swipe Transaction,CA,5813,none,No,12/1/2016 16:42
49,0,0.68,Swipe Transaction,GA,5499,none,No,12/8/2016 18:28
49,1,29.86,Swipe Transaction,GA,5651,none,No,12/12/2016 9:16
49,2,0.48,Swipe Transaction,GA,5499,none,No,1/2/2017 17:58
49,2,28.97,Swipe Transaction,GA,5621,none,No,1/31/2017 10:42
49,2,0.8,Swipe Transaction,GA,5499,none,No,5/26/2017 8:54
49,2,1.11,Swipe Transaction,GA,5499,none,No,6/14/2017 8:16
49,2,0.79,Swipe Transaction,GA,5499,none,No,8/29/2017 17:02
49,2,0.82,Chip Transaction,GA,5499,none,No,11/5/2017 11:27
49,2,112.3,Swipe Transaction,GA,5300,none,No,2/2/2018 17:12
49,2,0.7,Swipe Transaction,GA,5499,none,No,2/28/2018 18:52
49,1,16,Swipe Transaction,GA,5813,none,No,3/3/2018 17:28
49,0,0.97,Swipe Transaction,AZ,5499,none,No,4/21/2018 17:20
49,2,1.02,Swipe Transaction,GA,5499,none,No,8/9/2018 16:52
49,2,52.54,Swipe Transaction,GA,5300,Insufficient Balance,No,8/27/2018 12:10
49,2,69.46,Online Transaction,,4899,none,No,9/7/2018 17:15
49,2,0.34,Swipe Transaction,GA,5499,none,No,9/22/2018 11:13
49,1,0.89,Swipe Transaction,GA,9402,none,No,10/6/2018 11:30
49,2,151.17,Swipe Transaction,GA,4900,none,No,11/20/2018 13:28
49,2,17.86,Chip Transaction,GA,5813,none,No,11/23/2018 17:13
49,2,74,Swipe Transaction,GA,5499,none,No,1/19/2019 10:38
49,2,11.85,Swipe Transaction,GA,5921,none,No,3/22/2019 17:10
49,2,0.62,Swipe Transaction,GA,5499,none,No,4/22/2019 12:14
49,2,37.71,Online Transaction,,5311,none,No,4/25/2019 21:53
49,2,0.64,Swipe Transaction,GA,5499,none,No,5/16/2019 21:55
49,0,51.28,Swipe Transaction,GA,5411,none,No,10/4/2019 17:20
49,2,10.34,Swipe Transaction,GA,5541,none,No,10/25/2019 16:45
49,2,7.83,Swipe Transaction,GA,5812,none,No,11/13/2019 21:57
49,2,61.49,Swipe Transaction,GA,5300,none,No,12/12/2019 8:09
49,0,0.77,Swipe Transaction,GA,5499,none,No,12/23/2019 12:05
49,2,39.63,Swipe Transaction,GA,5541,none,No,1/1/2020 8:21
49,2,135.71,Swipe Transaction,CA,4900,none,No,1/18/2020 9:13
102,3,92.82,Swipe Transaction,IL,4814,none,No,9/7/1999 13:51
102,2,-154,Swipe Transaction,NY,3504,none,No,9/15/1999 8:51
102,3,73.36,Online Transaction,,5311,none,No,2/16/2000 9:05
102,3,56.87,Chip Transaction,IL,7922,none,No,4/20/2000 18:35
102,2,26.36,Online Transaction,,4121,none,No,4/23/2000 15:58
102,3,42.72,Swipe Transaction,IL,5651,none,No,6/9/2000 13:56
102,1,-74,Swipe Transaction,IL,5541,none,No,6/10/2000 9:35
102,2,45.41,Swipe Transaction,IL,4900,none,No,11/2/2000 19:28
102,3,72.21,Swipe Transaction,IL,7922,Insufficient Balance,No,11/28/2000 12:53
102,3,38.14,Swipe Transaction,IL,5655,none,No,2/14/2001 15:37
102,3,79.52,Swipe Transaction,IL,7230,none,No,3/22/2001 13:38
102,2,53,Swipe Transaction,IL,5541,none,No,5/21/2001 13:43
102,1,51.13,Swipe Transaction,CA,5499,none,No,10/5/2001 17:48
102,2,66.53,Online Transaction,,7922,none,No,10/7/2001 3:27
102,3,24.24,Online Transaction,,4121,none,No,11/23/2001 13:44
102,2,16.94,Swipe Transaction,IL,5812,none,No,11/29/2001 19:08
102,3,336,Swipe Transaction,FL,3387,none,No,2/12/2002 13:27
102,0,17.49,Swipe Transaction,OH,5411,none,No,9/11/2002 8:08
102,2,29.55,Swipe Transaction,IL,7832,none,No,9/11/2002 18:41
102,3,134.61,Online Transaction,,5094,none,Yes,9/16/2002 14:11
102,1,194.79,Swipe Transaction,WI,3640,none,No,10/11/2002 11:32
102,1,51.84,Chip Transaction,IL,5814,none,No,10/28/2002 19:16
102,2,23.79,Online Transaction,,4121,none,No,12/23/2002 7:38
102,3,40.21,Swipe Transaction,IL,5300,none,No,1/31/2003 12:16
102,1,64.07,Swipe Transaction,IL,5541,none,No,2/12/2003 3:42
102,3,38.29,Chip Transaction,IL,5310,none,No,2/23/2003 2:46
102,3,36.18,Swipe Transaction,IL,7832,none,No,3/17/2003 15:31
102,2,44.58,Swipe Transaction,IL,5311,none,No,6/17/2003 13:37
102,2,22.02,Online Transaction,,4121,none,No,9/26/2003 19:19
102,3,245.73,Chip Transaction,IL,4900,none,No,9/29/2003 13:40
102,3,16.67,Chip Transaction,IL,5812,none,No,10/28/2003 9:17
102,3,75.7,Swipe Transaction,IL,7922,none,No,10/30/2003 14:21
102,1,79.77,Swipe Transaction,IL,5719,none,No,12/23/2003 13:53
102,2,4.07,Chip Transaction,IL,5921,none,No,1/21/2004 16:39
102,3,109.53,Chip Transaction,IL,4814,none,No,1/22/2004 19:13
102,0,5.05,Swipe Transaction,KY,5541,none,No,1/23/2004 13:48
102,3,63.12,Chip Transaction,MD,5812,none,No,2/19/2004 9:53
102,1,16.3,Swipe Transaction,IL,5812,none,No,3/25/2004 13:59
102,3,34.97,Swipe Transaction,IL,5311,none,No,5/6/2004 11:06
102,1,44.8,Swipe Transaction,IL,5970,none,No,5/9/2004 19:20
102,2,71,Chip Transaction,GA,5499,none,No,8/8/2004 13:13
102,2,96.5,Swipe Transaction,IL,5541,none,No,12/3/2004 15:51
102,2,59.41,Chip Transaction,IL,5300,none,No,12/29/2004 11:07
102,1,12.57,Swipe Transaction,IL,5411,none,No,4/11/2005 15:55
102,3,76.1,Swipe Transaction,IL,5311,none,No,10/3/2005 13:57
102,2,94.07,Online Transaction,,7922,none,No,11/24/2005 15:57
102,2,35.58,Chip Transaction,IL,5812,none,No,1/31/2006 15:53
102,2,59.69,Chip Transaction,IL,5499,none,No,5/1/2006 15:35
102,2,29.96,Swipe Transaction,IL,7349,none,No,6/14/2006 14:05
102,3,-56,Swipe Transaction,IL,5499,none,No,7/8/2006 0:18
102,2,30.81,Chip Transaction,IL,4900,none,No,7/22/2006 19:13
102,2,72.51,Online Transaction,,5311,none,No,8/20/2006 11:09
102,3,46.99,Swipe Transaction,IL,5300,none,No,8/28/2006 21:57
102,3,-57,Swipe Transaction,IL,5541,"Bad PIN,Insufficient Balance",No,10/1/2006 20:17
102,3,74.48,Chip Transaction,IL,5912,none,No,10/30/2006 15:58
102,3,116.3,Swipe Transaction,IL,4900,none,No,11/2/2006 11:48
102,3,60,Swipe Transaction,IL,4829,none,No,12/3/2006 14:22
102,3,70.84,Swipe Transaction,TX,5310,none,No,1/24/2007 12:21
102,2,-71,Swipe Transaction,IL,5541,none,No,2/12/2007 14:05
102,2,27.57,Chip Transaction,GA,7832,none,No,3/2/2007 12:52
102,3,79.05,Chip Transaction,IA,7922,none,No,3/4/2007 13:34
102,2,47.43,Swipe Transaction,IL,5541,none,No,3/11/2007 19:19
102,3,49.58,Swipe Transaction,IL,5812,none,No,6/5/2007 18:47
102,2,45.72,Swipe Transaction,IL,5812,none,No,6/13/2007 13:01
102,2,71.71,Swipe Transaction,IL,5411,none,No,8/11/2007 3:01
102,1,75.57,Swipe Transaction,IL,5300,none,No,8/25/2007 10:17
102,2,62.18,Swipe Transaction,IL,7538,none,No,11/1/2007 20:02
102,3,43.84,Swipe Transaction,IL,5541,none,No,12/8/2007 11:42
102,3,74.35,Swipe Transaction,IL,5411,none,No,3/18/2008 11:52
102,3,19.06,Chip Transaction,IL,5300,none,No,6/4/2008 15:08
102,3,21.42,Online Transaction,,4121,none,No,8/17/2008 19:04
102,2,72.7,Swipe Transaction,IL,5541,none,No,8/18/2008 12:21
102,2,300.52,Swipe Transaction,NV,3775,none,No,9/27/2008 14:15
102,4,10.1,Swipe Transaction,IL,5311,none,No,10/22/2008 6:35
102,1,57.37,Swipe Transaction,IL,5211,none,No,11/7/2008 12:08
102,2,43.16,Swipe Transaction,IL,5912,none,No,1/12/2009 11:50
102,2,72.98,Swipe Transaction,IL,7922,none,No,4/11/2009 3:48
102,0,13.77,Swipe Transaction,FL,5812,none,No,7/9/2009 16:50
102,2,54.78,Chip Transaction,IL,5411,none,No,9/13/2009 19:15
102,3,-57,Swipe Transaction,IL,5541,none,No,11/18/2009 8:41
102,3,405,Swipe Transaction,HI,3730,none,No,11/24/2009 11:03
102,2,53.72,Chip Transaction,IL,5499,none,No,1/4/2010 19:17
102,2,42.08,Swipe Transaction,IL,7832,none,No,1/8/2010 12:14
102,2,34.26,Swipe Transaction,IL,5300,none,No,1/13/2010 3:13
102,3,40.38,Online Transaction,,5193,none,No,2/24/2010 13:52
102,0,10.55,Swipe Transaction,IL,5300,none,No,5/18/2010 15:46
102,2,27.66,Online Transaction,,4121,none,No,6/18/2010 19:15
102,2,12.14,Swipe Transaction,IL,5812,none,No,6/29/2010 12:50
102,3,16.87,Swipe Transaction,IL,4121,none,No,7/26/2010 7:46
102,2,322.11,Swipe Transaction,IL,4900,none,No,10/15/2010 15:50
102,1,230.94,Swipe Transaction,IL,4900,none,No,10/18/2010 9:04
102,0,15.87,Swipe Transaction,IL,5812,none,No,11/13/2010 22:24
102,2,42.66,Online Transaction,,5661,none,No,1/26/2011 14:15
102,3,45.6,Swipe Transaction,IL,5499,none,No,2/20/2011 9:02
102,2,57.63,Swipe Transaction,IL,5411,Insufficient Balance,No,6/11/2011 12:36
102,1,78.11,Swipe Transaction,IL,5655,none,No,6/19/2011 18:46
102,3,83,Swipe Transaction,IL,5499,none,No,9/28/2011 4:11
102,4,-331,Swipe Transaction,IA,3640,none,No,2/7/2012 15:42
102,1,36.49,Swipe Transaction,IL,5661,none,No,2/11/2012 4:15
102,1,70.31,Swipe Transaction,IL,5411,none,No,4/21/2012 14:25
102,1,269.77,Swipe Transaction,IL,4900,none,No,5/28/2012 7:43
102,3,132,Swipe Transaction,NJ,3405,none,No,5/29/2012 13:10
102,2,54.8,Swipe Transaction,IL,5411,none,No,6/18/2012 18:47
102,2,7.82,Chip Transaction,IL,5411,none,No,7/20/2012 13:43
102,0,10.23,Swipe Transaction,IL,5411,none,No,9/12/2012 13:50
102,3,53.34,Swipe Transaction,MO,5812,none,No,10/7/2012 3:17
102,1,1.7,Swipe Transaction,IL,5912,none,No,10/13/2012 14:02
102,4,40.67,Swipe Transaction,IL,5300,none,No,10/13/2012 18:30
102,3,35.43,Swipe Transaction,IL,5499,none,No,11/17/2012 9:21
102,3,44.22,Chip Transaction,IL,5812,none,No,1/8/2013 9:04
102,3,-58,Swipe Transaction,IL,5541,none,No,1/19/2013 13:53
102,1,77.15,Swipe Transaction,CA,5411,none,No,1/28/2013 7:42
102,1,64,Swipe Transaction,IL,5541,none,No,2/20/2013 17:37
102,2,831.6,Online Transaction,,4511,none,No,5/8/2013 3:29
102,2,80.5,Online Transaction,,7922,none,No,6/17/2013 6:36
102,3,24.01,Swipe Transaction,IL,7832,none,No,6/20/2013 15:39
102,3,37.76,Swipe Transaction,IL,5814,none,No,6/25/2013 11:19
102,1,88.05,Swipe Transaction,IL,5411,none,No,7/3/2013 13:22
102,3,67.47,Online Transaction,,7922,none,No,7/8/2013 11:31
102,3,80.99,Swipe Transaction,IL,7538,none,No,7/17/2013 15:55
102,4,10.84,Swipe Transaction,IL,5411,none,No,8/11/2013 3:00
102,3,32.29,Swipe Transaction,IL,5541,none,No,8/12/2013 3:55
102,1,15.49,Online Transaction,,4121,none,No,10/4/2013 22:08
102,2,42.71,Swipe Transaction,IL,5499,none,No,10/25/2013 13:51
102,2,91.69,Swipe Transaction,IL,5912,none,No,10/31/2013 13:48
102,3,70.71,Swipe Transaction,IL,7922,none,No,11/2/2013 19:12
102,2,83.87,Chip Transaction,GA,7922,none,No,11/6/2013 14:08
102,1,41.11,Swipe Transaction,NM,5300,none,No,12/1/2013 11:54
102,0,1.62,Swipe Transaction,IL,5651,Technical Glitch,No,12/18/2013 14:14
102,2,9.64,Chip Transaction,IL,5912,none,No,12/26/2013 22:19
102,3,19.49,Swipe Transaction,IL,7832,none,No,1/5/2014 10:45
102,3,62.06,Swipe Transaction,IL,5814,none,No,2/2/2014 14:04
102,3,61.77,Swipe Transaction,IL,5814,none,No,3/12/2014 12:54
102,1,71.8,Swipe Transaction,IL,7538,none,No,4/6/2014 11:46
102,3,46.13,Swipe Transaction,IL,5541,none,No,5/16/2014 13:32
102,2,21.12,Swipe Transaction,IL,4121,none,No,5/23/2014 13:44
102,1,15.8,Swipe Transaction,IL,5812,none,No,5/27/2014 22:42
102,2,143.34,Swipe Transaction,IL,5300,none,No,5/29/2014 11:41
102,1,61.37,Swipe Transaction,IL,7230,none,No,7/14/2014 2:28
102,3,148.92,Swipe Transaction,IL,4900,none,No,9/7/2014 10:38
102,2,86,Swipe Transaction,IL,5499,none,No,9/29/2014 9:29
102,2,-89,Swipe Transaction,IL,5541,none,No,11/12/2014 14:21
102,4,74.69,Online Transaction,,7922,none,No,12/13/2014 16:15
102,3,58,Swipe Transaction,IL,5541,none,No,12/24/2014 20:17
102,2,45,Swipe Transaction,IL,5719,none,No,12/27/2014 13:34
102,3,49.53,Swipe Transaction,IL,7538,none,No,1/24/2015 20:27
102,3,43.23,Chip Transaction,IL,5912,none,No,2/9/2015 15:50
102,3,-93,Swipe Transaction,IL,5541,none,No,4/3/2015 18:45
102,1,47.6,Swipe Transaction,IL,5300,none,No,4/5/2015 19:25
102,3,65.03,Chip Transaction,IL,5812,none,No,9/6/2015 14:08
102,3,68.64,Online Transaction,,7922,none,No,10/1/2015 15:30
102,1,14.21,Swipe Transaction,IL,5812,none,No,10/5/2015 15:42
102,1,47.87,Swipe Transaction,IL,4900,none,No,10/7/2015 11:26
102,3,73.62,Swipe Transaction,IL,7538,none,No,12/3/2015 16:55
102,3,56,Swipe Transaction,IL,5814,none,No,12/12/2015 12:26
102,2,174.52,Chip Transaction,IL,4814,none,No,2/12/2016 13:49
102,3,110.35,Online Transaction,,4899,none,No,3/10/2016 19:53
102,3,65.7,Swipe Transaction,IL,5812,none,No,3/25/2016 14:02
102,2,49.48,Swipe Transaction,IL,5411,none,No,5/27/2016 13:35
102,3,51.37,Swipe Transaction,IL,5541,none,No,5/27/2016 13:36
102,2,-64,Swipe Transaction,IL,5541,none,No,6/4/2016 15:50
102,2,12.57,Swipe Transaction,IL,5411,none,No,6/13/2016 15:47
102,0,17.59,Swipe Transaction,IL,5541,none,No,6/28/2016 13:30
102,1,45.24,Online Transaction,,7349,none,No,12/12/2016 18:43
102,2,107.32,Chip Transaction,IL,5300,none,No,12/25/2016 14:02
102,0,17.39,Swipe Transaction,IL,5311,none,No,1/23/2017 14:22
102,3,-76,Swipe Transaction,IL,5499,none,No,1/24/2017 18:31
102,1,37.33,Swipe Transaction,IL,5651,none,No,2/15/2017 13:35
102,3,78,Swipe Transaction,IL,5499,none,No,3/20/2017 18:22
102,3,9.73,Swipe Transaction,IL,5541,none,No,4/3/2017 19:20
102,3,62.89,Swipe Transaction,IL,7230,none,No,4/4/2017 13:30
